gene,GH,AN,MH,US,sum,max_PBE,max_PBE_pop
Zm00001d049167,0,0,0,0,0,0.529488899714058,AN
Zm00001d049301,0,0,0,0,0,0.529488899714058,AN
Zm00001d052892,0,0,0,0,0,0.529488899714058,AN
Zm00001d053633,0,0,0,0,0,0.529488899714058,AN
Zm00001d015062,0,0,0,0,0,0.529488899714058,AN
Zm00001d015063,0,0,0,0,0,0.529488899714058,AN
Zm00001d015788,0,0,0,0,0,0.529488899714058,AN
Zm00001d015805,0,0,0,0,0,0.529488899714058,AN
Zm00001d017611,0,0,0,0,0,0.529488899714058,AN
Zm00001d017612,0,0,0,0,0,0.529488899714058,AN
Zm00001d038443,0,0,0,0,0,0.529488899714058,AN
Zm00001d038444,0,0,0,0,0,0.529488899714058,AN
Zm00001d019695,0,0,0,0,0,0.529488899714058,AN
Zm00001d020114,0,0,0,0,0,0.529488899714058,AN
Zm00001d008282,0,0,0,0,0,0.529488899714058,AN
Zm00001d008283,0,0,0,0,0,0.529488899714058,AN
Zm00001d008284,0,0,0,0,0,0.529488899714058,AN
Zm00001d011122,0,0,0,0,0,0.529488899714058,AN
Zm00001d044750,0,0,0,0,0,0.529488899714058,AN
Zm00001d045757,0,0,0,0,0,0.529488899714058,AN
Zm00001d046672,0,0,0,0,0,0.529488899714058,AN
Zm00001d033537,0,0,0,0,0,0.529131482658837,AN
Zm00001d023785,0,0,0,0,0,0.526734575667662,AN
Zm00001d042042,0,0,0,0,0,0.526734575667662,AN
Zm00001d042043,0,0,0,0,0,0.526734575667662,AN
Zm00001d042044,0,0,0,0,0,0.526734575667662,AN
Zm00001d042045,0,0,0,0,0,0.526734575667662,AN
Zm00001d044034,0,0,0,0,0,0.526734575667662,AN
Zm00001d044035,0,0,0,0,0,0.526734575667662,AN
Zm00001d044053,0,0,0,0,0,0.526734575667662,AN
Zm00001d016942,0,0,0,0,0,0.525748501183367,AN
Zm00001d027969,0,0,0,0,0,0.524080228513643,AN
Zm00001d028351,0,0,0,0,0,0.524080228513643,AN
Zm00001d028765,0,0,0,0,0,0.524080228513643,AN
Zm00001d028766,0,0,0,0,0,0.524080228513643,AN
Zm00001d030228,0,0,0,0,0,0.524080228513643,AN
Zm00001d031483,0,0,0,0,0,0.524080228513643,AN
Zm00001d034179,0,0,0,0,0,0.524080228513643,AN
Zm00001d034180,0,0,0,0,0,0.524080228513643,AN
Zm00001d034194,0,0,0,0,0,0.524080228513643,AN
Zm00001d034195,0,0,0,0,0,0.524080228513643,AN
Zm00001d034716,0,0,0,0,0,0.524080228513643,AN
Zm00001d023656,0,0,0,0,0,0.524080228513643,AN
Zm00001d023737,0,0,0,0,0,0.524080228513643,AN
Zm00001d023738,0,0,0,0,0,0.524080228513643,AN
Zm00001d023802,0,0,0,0,0,0.524080228513643,AN
Zm00001d023906,0,0,0,0,0,0.524080228513643,AN
Zm00001d023907,0,0,0,0,0,0.524080228513643,AN
Zm00001d024157,0,0,0,0,0,0.524080228513643,AN
Zm00001d026471,0,0,0,0,0,0.524080228513643,AN
Zm00001d004153,0,0,0,0,0,0.524080228513643,AN
Zm00001d004323,0,0,0,0,0,0.524080228513643,AN
Zm00001d005124,0,0,0,0,0,0.524080228513643,AN
Zm00001d005125,0,0,0,0,0,0.524080228513643,AN
Zm00001d007194,0,0,0,0,0,0.524080228513643,AN
Zm00001d039554,0,0,0,0,0,0.524080228513643,AN
Zm00001d039555,0,0,0,0,0,0.524080228513643,AN
Zm00001d039557,0,0,0,0,0,0.524080228513643,AN
Zm00001d040371,0,0,0,0,0,0.524080228513643,AN
Zm00001d040372,0,0,0,0,0,0.524080228513643,AN
Zm00001d051549,0,0,0,0,0,0.524080228513643,AN
Zm00001d052723,0,0,0,0,0,0.524080228513643,AN
Zm00001d053222,0,0,0,0,0,0.524080228513643,AN
Zm00001d039094,0,0,0,0,0,0.524080228513643,AN
Zm00001d039095,0,0,0,0,0,0.524080228513643,AN
Zm00001d039096,0,0,0,0,0,0.524080228513643,AN
Zm00001d039097,0,0,0,0,0,0.524080228513643,AN
Zm00001d039098,0,0,0,0,0,0.524080228513643,AN
Zm00001d039099,0,0,0,0,0,0.524080228513643,AN
Zm00001d039100,0,0,0,0,0,0.524080228513643,AN
Zm00001d021885,0,0,0,0,0,0.524080228513643,AN
Zm00001d021886,0,0,0,0,0,0.524080228513643,AN
Zm00001d009738,0,0,0,0,0,0.524080228513643,AN
Zm00001d010019,0,0,0,0,0,0.524080228513643,AN
Zm00001d010343,0,0,0,0,0,0.524080228513643,AN
Zm00001d012509,0,0,0,0,0,0.524080228513643,AN
Zm00001d045496,0,0,0,0,0,0.524080228513643,AN
Zm00001d045497,0,0,0,0,0,0.524080228513643,AN
Zm00001d045527,0,0,0,0,0,0.524080228513643,AN
Zm00001d045528,0,0,0,0,0,0.524080228513643,AN
Zm00001d045745,0,0,0,0,0,0.524080228513643,AN
Zm00001d046302,0,0,0,0,0,0.524080228513643,AN
Zm00001d036763,0,0,0,0,0,0.524001931490492,AN
Zm00001d036764,0,0,0,0,0,0.524001931490492,AN
Zm00001d047281,0,0,0,0,0,0.524001931490492,AN
Zm00001d039660,0,0,0,0,0,0.523381959269178,AN
Zm00001d039661,0,0,0,0,0,0.523381959269178,AN
Zm00001d013298,0,0,0,0,0,0.523381959269178,AN
Zm00001d013299,0,0,0,0,0,0.523381959269178,AN
Zm00001d013300,0,0,0,0,0,0.523381959269178,AN
Zm00001d037455,0,0,0,0,0,0.523381959269178,AN
Zm00001d019547,0,0,0,0,0,0.523381959269178,AN
Zm00001d019548,0,0,0,0,0,0.523381959269178,AN
Zm00001d019980,0,0,0,0,0,0.523381959269178,AN
Zm00001d053761,0,0,0,0,0,0.52013306841281,AN
Zm00001d045094,0,0,0,0,0,0.52013306841281,AN
Zm00001d032606,0,0,0,0,0,0.519311897063455,AN
Zm00001d034916,0,0,0,0,0,0.519311897063455,AN
Zm00001d044005,0,0,0,0,0,0.519311897063455,AN
Zm00001d053158,0,0,0,0,0,0.519311897063455,AN
Zm00001d035085,0,0,0,0,0,0.519311897063455,AN
Zm00001d021596,0,0,0,0,0,0.519311897063455,AN
Zm00001d009971,0,0,0,0,0,0.519311897063455,AN
Zm00001d049088,0,0,0,0,0,0.518734912051336,AN
Zm00001d014734,0,0,0,0,0,0.518734912051336,AN
Zm00001d018832,0,0,0,0,0,0.518734912051336,AN
Zm00001d018833,0,0,0,0,0,0.518734912051336,AN
Zm00001d009997,0,0,0,0,0,0.518120323529907,AN
Zm00001d047769,0,0,0,0,0,0.517798029396512,AN
Zm00001d017497,0,0,0,0,0,0.516352459835712,AN
Zm00001d033686,0,0,0,0,0,0.514726115870711,AN
Zm00001d040067,0,0,0,0,0,0.514726115870711,AN
Zm00001d012568,0,0,0,0,0,0.514726115870711,AN
Zm00001d012569,0,0,0,0,0,0.514726115870711,AN
Zm00001d023585,0,0,0,0,0,0.514080121654276,AN
Zm00001d025786,0,0,0,0,0,0.514080121654276,AN
Zm00001d002051,0,0,0,0,0,0.514080121654276,AN
Zm00001d002052,0,0,0,0,0,0.514080121654276,AN
Zm00001d038721,0,0,0,0,0,0.51286942359467,AN
Zm00001d042441,0,0,0,0,0,0.511757996714254,AN
Zm00001d049834,0,0,0,0,0,0.511757996714254,AN
Zm00001d051123,0,0,0,0,0,0.511757996714254,AN
Zm00001d014124,0,0,0,0,0,0.511757996714254,AN
Zm00001d037121,0,0,0,0,0,0.511757996714254,AN
Zm00001d037122,0,0,0,0,0,0.511757996714254,AN
Zm00001d037123,0,0,0,0,0,0.511757996714254,AN
Zm00001d037133,0,0,0,0,0,0.511757996714254,AN
Zm00001d037297,0,0,0,0,0,0.511757996714254,AN
Zm00001d037316,0,0,0,0,0,0.511757996714254,AN
Zm00001d003430,0,0,0,0,0,0.510823601098474,AN
Zm00001d003431,0,0,0,0,0,0.510823601098474,AN
Zm00001d003432,0,0,0,0,0,0.510823601098474,AN
Zm00001d039860,0,0,0,0,0,0.510823601098474,AN
Zm00001d042117,0,0,0,0,0,0.510823601098474,AN
Zm00001d042118,0,0,0,0,0,0.510823601098474,AN
Zm00001d042120,0,0,0,0,0,0.510823601098474,AN
Zm00001d033378,0,0,0,0,0,0.510006978058529,AN
Zm00001d006132,0,0,0,0,0,0.510006978058529,AN
Zm00001d006633,0,0,0,0,0,0.510006978058529,AN
Zm00001d006634,0,0,0,0,0,0.510006978058529,AN
Zm00001d006930,0,0,0,0,0,0.510006978058529,AN
Zm00001d006931,0,0,0,0,0,0.510006978058529,AN
Zm00001d040075,0,0,0,0,0,0.510006978058529,AN
Zm00001d042183,0,0,0,0,0,0.510006978058529,AN
Zm00001d042184,0,0,0,0,0,0.510006978058529,AN
Zm00001d042185,0,0,0,0,0,0.510006978058529,AN
Zm00001d042375,0,0,0,0,0,0.510006978058529,AN
Zm00001d042376,0,0,0,0,0,0.510006978058529,AN
Zm00001d044026,0,0,0,0,0,0.510006978058529,AN
Zm00001d044027,0,0,0,0,0,0.510006978058529,AN
Zm00001d050959,0,0,0,0,0,0.510006978058529,AN
Zm00001d013432,0,0,0,0,0,0.510006978058529,AN
Zm00001d018282,0,0,0,0,0,0.510006978058529,AN
Zm00001d018283,0,0,0,0,0,0.510006978058529,AN
Zm00001d018312,0,0,0,0,0,0.510006978058529,AN
Zm00001d018313,0,0,0,0,0,0.510006978058529,AN
Zm00001d037060,0,0,0,0,0,0.510006978058529,AN
Zm00001d019101,0,0,0,0,0,0.510006978058529,AN
Zm00001d019102,0,0,0,0,0,0.510006978058529,AN
Zm00001d019144,0,0,0,0,0,0.510006978058529,AN
Zm00001d019145,0,0,0,0,0,0.510006978058529,AN
Zm00001d011326,0,0,0,0,0,0.510006978058529,AN
Zm00001d012529,0,0,0,0,0,0.510006978058529,AN
Zm00001d045514,0,0,0,0,0,0.510006978058529,AN
Zm00001d045515,0,0,0,0,0,0.510006978058529,AN
Zm00001d048389,0,0,0,0,0,0.510006978058529,AN
Zm00001d048390,0,0,0,0,0,0.510006978058529,AN
Zm00001d048391,0,0,0,0,0,0.510006978058529,AN
Zm00001d006172,0,0,0,0,0,0.508531055920832,AN
Zm00001d027435,0,0,0,0,0,0.508363810760603,AN
Zm00001d018096,0,0,0,0,0,0.508363810760603,AN
Zm00001d039011,0,0,0,0,0,0.508363810760603,AN
Zm00001d004911,0,0,0,0,0,0.507919408151734,AN
Zm00001d005693,0,0,0,0,0,0.507919408151734,AN
Zm00001d005694,0,0,0,0,0,0.507919408151734,AN
Zm00001d005695,0,0,0,0,0,0.507919408151734,AN
Zm00001d052822,0,0,0,0,0,0.507919408151734,AN
Zm00001d015132,0,0,0,0,0,0.507919408151734,AN
Zm00001d018316,0,0,0,0,0,0.507919408151734,AN
Zm00001d037736,0,0,0,0,0,0.507919408151734,AN
Zm00001d019546,0,0,0,0,0,0.507919408151734,AN
Zm00001d047333,0,0,0,0,0,0.507919408151734,AN
Zm00001d023264,0,0,0,0,0,0.506677603031052,AN
Zm00001d023265,0,0,0,0,0,0.506677603031052,AN
Zm00001d006192,0,0,0,0,0,0.506677603031052,AN
Zm00001d040285,0,0,0,0,0,0.506677603031052,AN
Zm00001d051505,0,0,0,0,0,0.506677603031052,AN
Zm00001d046487,0,0,0,0,0,0.506677603031052,AN
Zm00001d046488,0,0,0,0,0,0.506677603031052,AN
Zm00001d047995,0,0,0,0,0,0.506677603031052,AN
Zm00001d039507,0,0,0,0,0,0.506283697934449,AN
Zm00001d037415,0,0,0,0,0,0.506283697934449,AN
Zm00001d037416,0,0,0,0,0,0.506283697934449,AN
Zm00001d037417,0,0,0,0,0,0.506283697934449,AN
Zm00001d027289,0,0,0,0,0,0.50360772990143,AN
Zm00001d027290,0,0,0,0,0,0.50360772990143,AN
Zm00001d029498,0,0,0,0,0,0.50360772990143,AN
Zm00001d029499,0,0,0,0,0,0.50360772990143,AN
Zm00001d032842,0,0,0,0,0,0.50360772990143,AN
Zm00001d032843,0,0,0,0,0,0.50360772990143,AN
Zm00001d025160,0,0,0,0,0,0.50360772990143,AN
Zm00001d025161,0,0,0,0,0,0.50360772990143,AN
Zm00001d025162,0,0,0,0,0,0.50360772990143,AN
Zm00001d026083,0,0,0,0,0,0.50360772990143,AN
Zm00001d002791,0,0,0,0,0,0.50360772990143,AN
Zm00001d004318,0,0,0,0,0,0.50360772990143,AN
Zm00001d006478,0,0,0,0,0,0.50360772990143,AN
Zm00001d006479,0,0,0,0,0,0.50360772990143,AN
Zm00001d042638,0,0,0,0,0,0.50360772990143,AN
Zm00001d049594,0,0,0,0,0,0.50360772990143,AN
Zm00001d050488,0,0,0,0,0,0.50360772990143,AN
Zm00001d051163,0,0,0,0,0,0.50360772990143,AN
Zm00001d051164,0,0,0,0,0,0.50360772990143,AN
Zm00001d051311,0,0,0,0,0,0.50360772990143,AN
Zm00001d051312,0,0,0,0,0,0.50360772990143,AN
Zm00001d013629,0,0,0,0,0,0.50360772990143,AN
Zm00001d015442,0,0,0,0,0,0.50360772990143,AN
Zm00001d016286,0,0,0,0,0,0.50360772990143,AN
Zm00001d016288,0,0,0,0,0,0.50360772990143,AN
Zm00001d018455,0,0,0,0,0,0.50360772990143,AN
Zm00001d018456,0,0,0,0,0,0.50360772990143,AN
Zm00001d018457,0,0,0,0,0,0.50360772990143,AN
Zm00001d018458,0,0,0,0,0,0.50360772990143,AN
Zm00001d036001,0,0,0,0,0,0.50360772990143,AN
Zm00001d036002,0,0,0,0,0,0.50360772990143,AN
Zm00001d038151,0,0,0,0,0,0.50360772990143,AN
Zm00001d021136,0,0,0,0,0,0.50360772990143,AN
Zm00001d030388,0,0,0,0,0,0.502961572620785,AN
Zm00001d031167,0,0,0,0,0,0.502961572620785,AN
Zm00001d031228,0,0,0,0,0,0.502961572620785,AN
Zm00001d032093,0,0,0,0,0,0.502961572620785,AN
Zm00001d032874,0,0,0,0,0,0.502961572620785,AN
Zm00001d032901,0,0,0,0,0,0.502961572620785,AN
Zm00001d032993,0,0,0,0,0,0.502961572620785,AN
Zm00001d025019,0,0,0,0,0,0.502961572620785,AN
Zm00001d026599,0,0,0,0,0,0.502961572620785,AN
Zm00001d026600,0,0,0,0,0,0.502961572620785,AN
Zm00001d005356,0,0,0,0,0,0.502961572620785,AN
Zm00001d007907,0,0,0,0,0,0.502961572620785,AN
Zm00001d007908,0,0,0,0,0,0.502961572620785,AN
Zm00001d007909,0,0,0,0,0,0.502961572620785,AN
Zm00001d007910,0,0,0,0,0,0.502961572620785,AN
Zm00001d039488,0,0,0,0,0,0.502961572620785,AN
Zm00001d039489,0,0,0,0,0,0.502961572620785,AN
Zm00001d043277,0,0,0,0,0,0.502961572620785,AN
Zm00001d044426,0,0,0,0,0,0.502961572620785,AN
Zm00001d014471,0,0,0,0,0,0.502961572620785,AN
Zm00001d014479,0,0,0,0,0,0.502961572620785,AN
Zm00001d017014,0,0,0,0,0,0.502961572620785,AN
Zm00001d017786,0,0,0,0,0,0.502961572620785,AN
Zm00001d017962,0,0,0,0,0,0.502961572620785,AN
Zm00001d018473,0,0,0,0,0,0.502961572620785,AN
Zm00001d018474,0,0,0,0,0,0.502961572620785,AN
Zm00001d036446,0,0,0,0,0,0.502961572620785,AN
Zm00001d036447,0,0,0,0,0,0.502961572620785,AN
Zm00001d036828,0,0,0,0,0,0.502961572620785,AN
Zm00001d037757,0,0,0,0,0,0.502961572620785,AN
Zm00001d037843,0,0,0,0,0,0.502961572620785,AN
Zm00001d037891,0,0,0,0,0,0.502961572620785,AN
Zm00001d037892,0,0,0,0,0,0.502961572620785,AN
Zm00001d038185,0,0,0,0,0,0.502961572620785,AN
Zm00001d038186,0,0,0,0,0,0.502961572620785,AN
Zm00001d019493,0,0,0,0,0,0.502961572620785,AN
Zm00001d020019,0,0,0,0,0,0.502961572620785,AN
Zm00001d020773,0,0,0,0,0,0.502961572620785,AN
Zm00001d022627,0,0,0,0,0,0.502961572620785,AN
Zm00001d022628,0,0,0,0,0,0.502961572620785,AN
Zm00001d009189,0,0,0,0,0,0.502961572620785,AN
Zm00001d009328,0,0,0,0,0,0.502961572620785,AN
Zm00001d009910,0,0,0,0,0,0.502961572620785,AN
Zm00001d044980,0,0,0,0,0,0.502961572620785,AN
Zm00001d045948,0,0,0,0,0,0.502961572620785,AN
Zm00001d045949,0,0,0,0,0,0.502961572620785,AN
Zm00001d048271,0,0,0,0,0,0.502961572620785,AN
Zm00001d016623,0,0,0,0,0,0.502654359445243,AN
Zm00001d038996,0,0,0,0,0,0.502654359445243,AN
Zm00001d038997,0,0,0,0,0,0.502654359445243,AN
Zm00001d047087,0,0,0,0,0,0.502654359445243,AN
Zm00001d047088,0,0,0,0,0,0.502654359445243,AN
Zm00001d019937,0,0,0,0,0,0.501828240419422,AN
Zm00001d026355,0,0,0,0,0,0.500109512875399,AN
Zm00001d026553,0,0,0,0,0,0.500109512875399,AN
Zm00001d026554,0,0,0,0,0,0.500109512875399,AN
Zm00001d004672,0,0,0,0,0,0.500109512875399,AN
Zm00001d005554,0,0,0,0,0,0.500109512875399,AN
Zm00001d043429,0,0,0,0,0,0.500109512875399,AN
Zm00001d014001,0,0,0,0,0,0.500109512875399,AN
Zm00001d037167,0,0,0,0,0,0.500109512875399,AN
Zm00001d038166,0,0,0,0,0,0.500109512875399,AN
Zm00001d018973,0,0,0,0,0,0.500109512875399,AN
Zm00001d008674,0,0,0,0,0,0.500109512875399,AN
Zm00001d032677,0,0,0,0,0,0.500102378651695,AN
Zm00001d032678,0,0,0,0,0,0.500102378651695,AN
Zm00001d002369,0,0,0,0,0,0.500102378651695,AN
Zm00001d039287,0,0,0,0,0,0.500102378651695,AN
Zm00001d039288,0,0,0,0,0,0.500102378651695,AN
Zm00001d017084,0,0,0,0,0,0.499801748840116,AN
Zm00001d008194,0,0,0,0,0,0.499801748840116,AN
Zm00001d027409,0,0,0,0,0,0.499720558056296,AN
Zm00001d029105,0,0,0,0,0,0.499720558056296,AN
Zm00001d029972,0,0,0,0,0,0.499720558056296,AN
Zm00001d029973,0,0,0,0,0,0.499720558056296,AN
Zm00001d029974,0,0,0,0,0,0.499720558056296,AN
Zm00001d030900,0,0,0,0,0,0.499720558056296,AN
Zm00001d033901,0,0,0,0,0,0.499720558056296,AN
Zm00001d024013,0,0,0,0,0,0.499720558056296,AN
Zm00001d024414,0,0,0,0,0,0.499720558056296,AN
Zm00001d024494,0,0,0,0,0,0.499720558056296,AN
Zm00001d024495,0,0,0,0,0,0.499720558056296,AN
Zm00001d024496,0,0,0,0,0,0.499720558056296,AN
Zm00001d044501,0,0,0,0,0,0.499720558056296,AN
Zm00001d053609,0,0,0,0,0,0.499720558056296,AN
Zm00001d013120,0,0,0,0,0,0.499720558056296,AN
Zm00001d014314,0,0,0,0,0,0.499720558056296,AN
Zm00001d015927,0,0,0,0,0,0.499720558056296,AN
Zm00001d020495,0,0,0,0,0,0.499720558056296,AN
Zm00001d008789,0,0,0,0,0,0.499720558056296,AN
Zm00001d010392,0,0,0,0,0,0.499720558056296,AN
Zm00001d010393,0,0,0,0,0,0.499720558056296,AN
Zm00001d010394,0,0,0,0,0,0.499720558056296,AN
Zm00001d010395,0,0,0,0,0,0.499720558056296,AN
Zm00001d012623,0,0,0,0,0,0.499720558056296,AN
Zm00001d027323,0,0,0,0,0,0.498548803372042,AN
Zm00001d002175,0,0,0,0,0,0.498548803372042,AN
Zm00001d006184,0,0,0,0,0,0.498548803372042,AN
Zm00001d048605,0,0,0,0,0,0.498548803372042,AN
Zm00001d048606,0,0,0,0,0,0.498548803372042,AN
Zm00001d051524,0,0,0,0,0,0.498548803372042,AN
Zm00001d051525,0,0,0,0,0,0.498548803372042,AN
Zm00001d013055,0,0,0,0,0,0.498548803372042,AN
Zm00001d039215,0,0,0,0,0,0.498548803372042,AN
Zm00001d020020,0,0,0,0,0,0.498548803372042,AN
Zm00001d021168,0,0,0,0,0,0.498548803372042,AN
Zm00001d046728,0,0,0,0,0,0.498548803372042,AN
Zm00001d046729,0,0,0,0,0,0.498548803372042,AN
Zm00001d032118,0,0,0,0,0,0.498476998682144,AN
Zm00001d033071,0,0,0,0,0,0.498476998682144,AN
Zm00001d034730,0,0,0,0,0,0.498476998682144,AN
Zm00001d043166,0,0,0,0,0,0.498476998682144,AN
Zm00001d054071,0,0,0,0,0,0.498476998682144,AN
Zm00001d054072,0,0,0,0,0,0.498476998682144,AN
Zm00001d036212,0,0,0,0,0,0.498476998682144,AN
Zm00001d036987,0,0,0,0,0,0.498476998682144,AN
Zm00001d038558,0,0,0,0,0,0.498476998682144,AN
Zm00001d039064,0,0,0,0,0,0.498476998682144,AN
Zm00001d018724,0,0,0,0,0,0.498476998682144,AN
Zm00001d018725,0,0,0,0,0,0.498476998682144,AN
Zm00001d019020,0,0,0,0,0,0.498476998682144,AN
Zm00001d047581,0,0,0,0,0,0.498476998682144,AN
Zm00001d048075,0,0,0,0,0,0.498476998682144,AN
Zm00001d048076,0,0,0,0,0,0.498476998682144,AN
Zm00001d048077,0,0,0,0,0,0.498476998682144,AN
Zm00001d020594,0,0,0,0,0,0.49813162121739,AN
Zm00001d033531,0,0,0,0,0,0.498097001475182,AN
Zm00001d023740,0,0,0,0,0,0.498097001475182,AN
Zm00001d025552,0,0,0,0,0,0.498097001475182,AN
Zm00001d025656,0,0,0,0,0,0.498097001475182,AN
Zm00001d025657,0,0,0,0,0,0.498097001475182,AN
Zm00001d025955,0,0,0,0,0,0.498097001475182,AN
Zm00001d026050,0,0,0,0,0,0.498097001475182,AN
Zm00001d026357,0,0,0,0,0,0.498097001475182,AN
Zm00001d006384,0,0,0,0,0,0.498097001475182,AN
Zm00001d039818,0,0,0,0,0,0.498097001475182,AN
Zm00001d041481,0,0,0,0,0,0.498097001475182,AN
Zm00001d050275,0,0,0,0,0,0.498097001475182,AN
Zm00001d016632,0,0,0,0,0,0.498097001475182,AN
Zm00001d017320,0,0,0,0,0,0.498097001475182,AN
Zm00001d017547,0,0,0,0,0,0.498097001475182,AN
Zm00001d017548,0,0,0,0,0,0.498097001475182,AN
Zm00001d036400,0,0,0,0,0,0.498097001475182,AN
Zm00001d037489,0,0,0,0,0,0.498097001475182,AN
Zm00001d037530,0,0,0,0,0,0.498097001475182,AN
Zm00001d038899,0,0,0,0,0,0.498097001475182,AN
Zm00001d019631,0,0,0,0,0,0.498097001475182,AN
Zm00001d020251,0,0,0,0,0,0.498097001475182,AN
Zm00001d012524,0,0,0,0,0,0.498097001475182,AN
Zm00001d012525,0,0,0,0,0,0.498097001475182,AN
Zm00001d013966,0,0,0,0,0,0.493981419829821,AN
Zm00001d044748,0,0,0,0,0,0.493981419829821,AN
Zm00001d015914,0,0,0,0,0,0.489990188251347,AN
Zm00001d037487,0,0,0,0,0,0.489990188251347,AN
Zm00001d002166,0,0,0,0,0,0.487534683317892,AN
Zm00001d007042,0,0,0,0,0,0.487534683317892,AN
Zm00001d007043,0,0,0,0,0,0.487534683317892,AN
Zm00001d050214,0,0,0,0,0,0.487534683317892,AN
Zm00001d050215,0,0,0,0,0,0.487534683317892,AN
Zm00001d053618,0,0,0,0,0,0.487534683317892,AN
Zm00001d017167,0,0,0,0,0,0.487534683317892,AN
Zm00001d039200,0,0,0,0,0,0.487534683317892,AN
Zm00001d053442,0,0,0,0,0,0.487304445599351,AN
Zm00001d023952,0,0,0,0,0,0.486714303784031,AN
Zm00001d043467,0,0,0,0,0,0.486714303784031,AN
Zm00001d043468,0,0,0,0,0,0.486714303784031,AN
Zm00001d043469,0,0,0,0,0,0.486714303784031,AN
Zm00001d039946,0,0,0,0,0,0.485805022298884,AN
Zm00001d042266,0,0,0,0,0,0.485805022298884,AN
Zm00001d050298,0,0,0,0,0,0.485805022298884,AN
Zm00001d014751,0,0,0,0,0,0.485805022298884,AN
Zm00001d014752,0,0,0,0,0,0.485805022298884,AN
Zm00001d039010,0,0,0,0,0,0.485805022298884,AN
Zm00001d010494,0,0,0,0,0,0.485805022298884,AN
Zm00001d044784,0,0,0,0,0,0.485805022298884,AN
Zm00001d029542,0,0,0,0,0,0.483496326934291,AN
Zm00001d029543,0,0,0,0,0,0.483496326934291,AN
Zm00001d029544,0,0,0,0,0,0.483496326934291,AN
Zm00001d004012,0,0,0,0,0,0.483496326934291,AN
Zm00001d052875,0,0,0,0,0,0.483496326934291,AN
Zm00001d052876,0,0,0,0,0,0.483496326934291,AN
Zm00001d015853,0,0,0,0,0,0.483496326934291,AN
Zm00001d030513,0,0,0,0,0,0.482674090967882,AN
Zm00001d034662,0,0,0,0,0,0.482674090967882,AN
Zm00001d023559,0,0,0,0,0,0.482674090967882,AN
Zm00001d023560,0,0,0,0,0,0.482674090967882,AN
Zm00001d005648,0,0,0,0,0,0.482674090967882,AN
Zm00001d005649,0,0,0,0,0,0.482674090967882,AN
Zm00001d007761,0,0,0,0,0,0.482674090967882,AN
Zm00001d051241,0,0,0,0,0,0.482674090967882,AN
Zm00001d014600,0,0,0,0,0,0.482674090967882,AN
Zm00001d016808,0,0,0,0,0,0.482674090967882,AN
Zm00001d037566,0,0,0,0,0,0.482674090967882,AN
Zm00001d038167,0,0,0,0,0,0.482674090967882,AN
Zm00001d030051,0,0,0,0,0,0.482318438233242,AN
Zm00001d032003,0,0,0,0,0,0.482318438233242,AN
Zm00001d023851,0,0,0,0,0,0.482318438233242,AN
Zm00001d025135,0,0,0,0,0,0.482318438233242,AN
Zm00001d025136,0,0,0,0,0,0.482318438233242,AN
Zm00001d002346,0,0,0,0,0,0.482318438233242,AN
Zm00001d002347,0,0,0,0,0,0.482318438233242,AN
Zm00001d003213,0,0,0,0,0,0.482318438233242,AN
Zm00001d003615,0,0,0,0,0,0.482318438233242,AN
Zm00001d005121,0,0,0,0,0,0.482318438233242,AN
Zm00001d005136,0,0,0,0,0,0.482318438233242,AN
Zm00001d039504,0,0,0,0,0,0.482318438233242,AN
Zm00001d042178,0,0,0,0,0,0.482318438233242,AN
Zm00001d042179,0,0,0,0,0,0.482318438233242,AN
Zm00001d044228,0,0,0,0,0,0.482318438233242,AN
Zm00001d049224,0,0,0,0,0,0.482318438233242,AN
Zm00001d051442,0,0,0,0,0,0.482318438233242,AN
Zm00001d053952,0,0,0,0,0,0.482318438233242,AN
Zm00001d053953,0,0,0,0,0,0.482318438233242,AN
Zm00001d013974,0,0,0,0,0,0.482318438233242,AN
Zm00001d016155,0,0,0,0,0,0.482318438233242,AN
Zm00001d016373,0,0,0,0,0,0.482318438233242,AN
Zm00001d035087,0,0,0,0,0,0.482318438233242,AN
Zm00001d036222,0,0,0,0,0,0.482318438233242,AN
Zm00001d038517,0,0,0,0,0,0.482318438233242,AN
Zm00001d012456,0,0,0,0,0,0.482318438233242,AN
Zm00001d046521,0,0,0,0,0,0.482318438233242,AN
Zm00001d048806,0,0,0,0,0,0.479672153429199,AN
Zm00001d036451,0,0,0,0,0,0.479672153429199,AN
Zm00001d025711,0,0,0,0,0,0.479210155304622,AN
Zm00001d025712,0,0,0,0,0,0.479210155304622,AN
Zm00001d007118,0,0,0,0,0,0.479210155304622,AN
Zm00001d007119,0,0,0,0,0,0.479210155304622,AN
Zm00001d031693,0,0,0,0,0,0.478077018720067,AN
Zm00001d031694,0,0,0,0,0,0.478077018720067,AN
Zm00001d024416,0,0,0,0,0,0.478077018720067,AN
Zm00001d003217,0,0,0,0,0,0.478077018720067,AN
Zm00001d005639,0,0,0,0,0,0.478077018720067,AN
Zm00001d007683,0,0,0,0,0,0.478077018720067,AN
Zm00001d007684,0,0,0,0,0,0.478077018720067,AN
Zm00001d007685,0,0,0,0,0,0.478077018720067,AN
Zm00001d051332,0,0,0,0,0,0.478077018720067,AN
Zm00001d051333,0,0,0,0,0,0.478077018720067,AN
Zm00001d051745,0,0,0,0,0,0.478077018720067,AN
