gene,GH,AN,MH,US,sum,max_PBE,max_PBE_pop
Zm00001d029238,1,0,1,1,3,1.08410029191347,US
Zm00001d029251,1,1,0,1,3,1.08410029191347,US
Zm00001d029254,1,1,0,1,3,1.08410029191347,US
Zm00001d029255,1,1,0,1,3,1.08410029191347,US
Zm00001d029256,1,1,0,1,3,1.08410029191347,US
Zm00001d031457,1,1,0,1,3,1.08410029191347,US
Zm00001d031458,1,1,0,1,3,1.08410029191347,US
Zm00001d034359,1,0,1,1,3,1.08410029191347,US
Zm00001d024967,0,1,1,1,3,1.08410029191347,US
Zm00001d024968,0,1,1,1,3,1.08410029191347,US
Zm00001d002295,1,0,1,1,3,1.08410029191347,US
Zm00001d002296,1,0,1,1,3,1.08410029191347,US
Zm00001d003089,0,1,1,1,3,1.08410029191347,US
Zm00001d003090,0,1,1,1,3,1.08410029191347,US
Zm00001d003644,1,1,0,1,3,1.08410029191347,US
Zm00001d043445,1,0,1,1,3,1.08410029191347,US
Zm00001d043446,1,0,1,1,3,1.08410029191347,US
Zm00001d043447,1,0,1,1,3,1.08410029191347,US
Zm00001d014094,1,0,1,1,3,1.08410029191347,US
Zm00001d014906,1,1,0,1,3,1.08410029191347,US
Zm00001d017524,0,1,1,1,3,1.08410029191347,US
Zm00001d017525,0,1,1,1,3,1.08410029191347,US
Zm00001d017526,0,1,1,1,3,1.08410029191347,US
Zm00001d023377,0,1,1,1,3,1.08386582100586,AN
Zm00001d023378,0,1,1,1,3,1.08386582100586,AN
Zm00001d023379,0,1,1,1,3,1.08386582100586,AN
Zm00001d040684,1,1,0,1,3,1.08386582100586,AN
Zm00001d040685,1,1,0,1,3,1.08386582100586,AN
Zm00001d011312,1,1,1,0,3,1.08386582100586,AN
Zm00001d053874,1,1,0,1,3,1.08109006799855,AN
Zm00001d016160,0,1,1,1,3,1.08109006799855,AN
Zm00001d018128,1,1,0,1,3,1.08109006799855,AN
Zm00001d028220,1,0,1,1,3,1.07954328277888,GH
Zm00001d028221,1,0,1,1,3,1.07954328277888,GH
Zm00001d028784,1,0,1,1,3,1.07954328277888,GH
Zm00001d028785,1,0,1,1,3,1.07954328277888,GH
Zm00001d028786,1,0,1,1,3,1.07954328277888,GH
Zm00001d028921,1,1,1,0,3,1.07954328277888,GH
Zm00001d029241,1,0,1,1,3,1.07954328277888,GH
Zm00001d029913,1,0,1,1,3,1.07954328277888,GH
Zm00001d031597,1,1,0,1,3,1.07954328277888,GH
Zm00001d031598,1,1,0,1,3,1.07954328277888,GH
Zm00001d031599,1,1,0,1,3,1.07954328277888,GH
Zm00001d031600,1,1,0,1,3,1.07954328277888,GH
Zm00001d032776,1,0,1,1,3,1.07954328277888,GH
Zm00001d032777,1,0,1,1,3,1.07954328277888,GH
Zm00001d033983,1,1,1,0,3,1.07954328277888,GH
Zm00001d023491,1,1,0,1,3,1.07954328277888,GH
Zm00001d023492,1,1,0,1,3,1.07954328277888,GH
Zm00001d024347,1,0,1,1,3,1.07954328277888,GH
Zm00001d024348,1,0,1,1,3,1.07954328277888,GH
Zm00001d026010,1,1,1,0,3,1.07954328277888,GH
Zm00001d026329,1,0,1,1,3,1.07954328277888,GH
Zm00001d004331,1,1,0,1,3,1.07954328277888,GH
Zm00001d004978,1,1,1,0,3,1.07954328277888,GH
Zm00001d004979,1,1,1,0,3,1.07954328277888,GH
Zm00001d005105,1,1,0,1,3,1.07954328277888,GH
Zm00001d006408,1,0,1,1,3,1.07954328277888,GH
Zm00001d006409,1,0,1,1,3,1.07954328277888,GH
Zm00001d006413,1,0,1,1,3,1.07954328277888,GH
Zm00001d006505,1,1,0,1,3,1.07954328277888,GH
Zm00001d006506,1,1,0,1,3,1.07954328277888,GH
Zm00001d006580,1,1,1,0,3,1.07954328277888,GH
Zm00001d006581,1,1,1,0,3,1.07954328277888,GH
Zm00001d039768,1,1,0,1,3,1.07954328277888,GH
Zm00001d039769,1,1,0,1,3,1.07954328277888,GH
Zm00001d039770,1,1,0,1,3,1.07954328277888,GH
Zm00001d040357,1,0,1,1,3,1.07954328277888,GH
Zm00001d040639,1,0,1,1,3,1.07954328277888,GH
Zm00001d040641,1,0,1,1,3,1.07954328277888,GH
Zm00001d040644,1,0,1,1,3,1.07954328277888,GH
Zm00001d041515,1,0,1,1,3,1.07954328277888,GH
Zm00001d048732,1,0,1,1,3,1.07954328277888,GH
Zm00001d048734,1,0,1,1,3,1.07954328277888,GH
Zm00001d048911,1,1,1,0,3,1.07954328277888,GH
Zm00001d048913,1,1,1,0,3,1.07954328277888,GH
Zm00001d048914,1,1,1,0,3,1.07954328277888,GH
Zm00001d049597,1,0,1,1,3,1.07954328277888,GH
Zm00001d049598,1,0,1,1,3,1.07954328277888,GH
Zm00001d049599,1,0,1,1,3,1.07954328277888,GH
Zm00001d050438,1,1,1,0,3,1.07954328277888,GH
Zm00001d014280,1,1,1,0,3,1.07954328277888,GH
Zm00001d014284,1,1,0,1,3,1.07954328277888,GH
Zm00001d015703,1,0,1,1,3,1.07954328277888,GH
Zm00001d015704,1,1,0,1,3,1.07954328277888,GH
Zm00001d015706,1,0,1,1,3,1.07954328277888,GH
Zm00001d016284,1,0,1,1,3,1.07954328277888,GH
Zm00001d016285,1,0,1,1,3,1.07954328277888,GH
Zm00001d016659,1,0,1,1,3,1.07954328277888,GH
Zm00001d017149,1,0,1,1,3,1.07954328277888,GH
Zm00001d017150,1,0,1,1,3,1.07954328277888,GH
Zm00001d017151,1,0,1,1,3,1.07954328277888,GH
Zm00001d017618,1,1,1,0,3,1.07954328277888,GH
Zm00001d017729,1,1,1,0,3,1.07954328277888,GH
Zm00001d017730,1,1,1,0,3,1.07954328277888,GH
Zm00001d017964,1,1,0,1,3,1.07954328277888,GH
Zm00001d017965,1,1,0,1,3,1.07954328277888,GH
Zm00001d017966,1,1,0,1,3,1.07954328277888,GH
Zm00001d035198,1,1,0,1,3,1.07954328277888,GH
Zm00001d036092,1,0,1,1,3,1.07954328277888,GH
Zm00001d038954,1,1,0,1,3,1.07954328277888,GH
Zm00001d038955,1,1,0,1,3,1.07954328277888,GH
Zm00001d019287,1,0,1,1,3,1.07954328277888,GH
Zm00001d020746,1,1,1,0,3,1.07954328277888,GH
Zm00001d020821,1,1,1,0,3,1.07954328277888,GH
Zm00001d020822,1,1,1,0,3,1.07954328277888,GH
Zm00001d020923,1,1,0,1,3,1.07954328277888,GH
Zm00001d021453,1,0,1,1,3,1.07954328277888,GH
Zm00001d021454,1,0,1,1,3,1.07954328277888,GH
Zm00001d021635,1,0,1,1,3,1.07954328277888,GH
Zm00001d021636,1,0,1,1,3,1.07954328277888,GH
Zm00001d022576,1,1,1,0,3,1.07954328277888,GH
Zm00001d009924,1,1,0,1,3,1.07954328277888,GH
Zm00001d009925,1,1,0,1,3,1.07954328277888,GH
Zm00001d010730,1,0,1,1,3,1.07954328277888,GH
Zm00001d011779,1,1,1,0,3,1.07954328277888,GH
Zm00001d011780,1,1,1,0,3,1.07954328277888,GH
Zm00001d011781,1,1,1,0,3,1.07954328277888,GH
Zm00001d011782,1,1,1,0,3,1.07954328277888,GH
Zm00001d011783,1,1,1,0,3,1.07954328277888,GH
Zm00001d046786,1,1,0,1,3,1.07954328277888,GH
Zm00001d047617,1,1,1,0,3,1.07954328277888,GH
Zm00001d047955,1,1,1,0,3,1.07954328277888,GH
Zm00001d047956,1,1,1,0,3,1.07954328277888,GH
Zm00001d048092,1,1,0,1,3,1.07954328277888,GH
Zm00001d023230,1,0,1,1,3,1.07654458154438,US
Zm00001d013867,1,0,1,1,3,1.07654458154438,US
Zm00001d013868,1,0,1,1,3,1.07654458154438,US
Zm00001d017707,1,0,1,1,3,1.07654458154438,US
Zm00001d017708,1,0,1,1,3,1.07654458154438,US
Zm00001d038881,0,1,1,1,3,1.07654458154438,US
Zm00001d038882,0,1,1,1,3,1.07654458154438,US
Zm00001d038883,0,1,1,1,3,1.07654458154438,US
Zm00001d033979,1,0,1,1,3,1.0729072374222,GH
Zm00001d033980,1,0,1,1,3,1.0729072374222,GH
Zm00001d033981,1,0,1,1,3,1.0729072374222,GH
Zm00001d004164,1,1,0,1,3,1.0729072374222,GH
Zm00001d053513,1,1,1,0,3,1.0729072374222,GH
Zm00001d035321,1,1,1,0,3,1.0729072374222,GH
Zm00001d035322,1,1,1,0,3,1.0729072374222,GH
Zm00001d036293,1,1,0,1,3,1.0729072374222,GH
Zm00001d004198,1,0,1,1,3,1.07186894619312,US
Zm00001d053684,0,1,1,1,3,1.07186894619312,US
Zm00001d025321,0,1,1,1,3,1.06736953243929,AN
Zm00001d025322,0,1,1,1,3,1.06736953243929,AN
Zm00001d025323,0,1,1,1,3,1.06736953243929,AN
Zm00001d026351,1,1,0,1,3,1.06736953243929,AN
Zm00001d005780,1,1,0,1,3,1.06736953243929,AN
Zm00001d042541,1,1,0,1,3,1.06736953243929,AN
Zm00001d043067,1,1,0,1,3,1.06736953243929,AN
Zm00001d053718,1,1,0,1,3,1.06736953243929,AN
Zm00001d027320,0,1,1,1,3,1.06090376454905,AN
Zm00001d027321,0,1,1,1,3,1.06090376454905,AN
Zm00001d030143,0,1,1,1,3,1.06090376454905,AN
Zm00001d032599,0,1,1,1,3,1.06090376454905,AN
Zm00001d032600,0,1,1,1,3,1.06090376454905,AN
Zm00001d034364,1,1,1,0,3,1.06090376454905,AN
Zm00001d023843,1,1,1,0,3,1.06090376454905,AN
Zm00001d023945,1,1,0,1,3,1.06090376454905,AN
Zm00001d023946,1,1,0,1,3,1.06090376454905,AN
Zm00001d025431,1,1,1,0,3,1.06090376454905,AN
Zm00001d025433,1,1,1,0,3,1.06090376454905,AN
Zm00001d003408,1,1,0,1,3,1.06090376454905,AN
Zm00001d042064,1,1,1,0,3,1.06090376454905,AN
Zm00001d044441,1,1,1,0,3,1.06090376454905,AN
Zm00001d044442,1,1,1,0,3,1.06090376454905,AN
Zm00001d050141,0,1,1,1,3,1.06090376454905,AN
Zm00001d014282,1,1,1,0,3,1.06090376454905,AN
Zm00001d015451,0,1,1,1,3,1.06090376454905,AN
Zm00001d018400,1,1,0,1,3,1.06090376454905,AN
Zm00001d018402,1,1,0,1,3,1.06090376454905,AN
Zm00001d019644,1,1,1,0,3,1.06090376454905,AN
Zm00001d019645,1,1,1,0,3,1.06090376454905,AN
Zm00001d010371,1,1,0,1,3,1.06090376454905,AN
Zm00001d011784,0,1,1,1,3,1.06090376454905,AN
Zm00001d012632,1,1,0,1,3,1.06090376454905,AN
Zm00001d047269,0,1,1,1,3,1.06090376454905,AN
Zm00001d026263,0,1,1,1,3,1.05752268686096,AN
Zm00001d026265,0,1,1,1,3,1.05752268686096,AN
Zm00001d003510,0,1,1,1,3,1.05752268686096,AN
Zm00001d003511,0,1,1,1,3,1.05752268686096,AN
Zm00001d003512,0,1,1,1,3,1.05752268686096,AN
Zm00001d044533,1,0,1,1,3,1.05725818268501,US
Zm00001d018696,0,1,1,1,3,1.05725818268501,US
Zm00001d011197,1,1,0,1,3,1.05725818268501,US
Zm00001d027628,1,0,1,1,3,1.05550296580213,GH
Zm00001d034726,1,1,0,1,3,1.05550296580213,GH
Zm00001d034727,1,1,0,1,3,1.05550296580213,GH
Zm00001d001931,1,0,1,1,3,1.05550296580213,GH
Zm00001d001932,1,0,1,1,3,1.05550296580213,GH
Zm00001d001933,1,0,1,1,3,1.05550296580213,GH
Zm00001d001934,1,0,1,1,3,1.05550296580213,GH
Zm00001d001935,1,0,1,1,3,1.05550296580213,GH
Zm00001d041163,1,1,0,1,3,1.05550296580213,GH
Zm00001d021739,1,0,1,1,3,1.05550296580213,GH
Zm00001d021740,1,0,1,1,3,1.05550296580213,GH
Zm00001d027734,1,1,1,0,3,1.05388169045947,AN
Zm00001d005541,1,1,1,0,3,1.05388169045947,AN
Zm00001d005542,1,1,1,0,3,1.05388169045947,AN
Zm00001d040775,1,1,0,1,3,1.05388169045947,AN
Zm00001d041537,1,1,0,1,3,1.05388169045947,AN
Zm00001d048993,1,1,1,0,3,1.05388169045947,AN
Zm00001d048994,1,1,1,0,3,1.05388169045947,AN
Zm00001d048995,1,1,1,0,3,1.05388169045947,AN
Zm00001d049957,1,1,0,1,3,1.05388169045947,AN
Zm00001d038849,1,1,1,0,3,1.05388169045947,AN
Zm00001d008708,1,1,1,0,3,1.05388169045947,AN
Zm00001d045559,0,1,1,1,3,1.05388169045947,AN
Zm00001d046500,1,1,0,1,3,1.05388169045947,AN
Zm00001d047282,1,1,1,0,3,1.05388169045947,AN
Zm00001d047283,1,1,1,0,3,1.05388169045947,AN
Zm00001d047285,1,1,1,0,3,1.05388169045947,AN
Zm00001d047854,1,1,0,1,3,1.05388169045947,AN
Zm00001d028051,1,1,1,0,3,1.0537032674328,AN
Zm00001d034061,1,1,1,0,3,1.0537032674328,AN
Zm00001d034062,1,1,1,0,3,1.0537032674328,AN
Zm00001d034063,1,1,1,0,3,1.0537032674328,AN
Zm00001d003604,1,1,0,1,3,1.0537032674328,AN
Zm00001d006026,1,1,0,1,3,1.0537032674328,AN
Zm00001d042667,0,1,1,1,3,1.0537032674328,AN
Zm00001d042776,1,1,1,0,3,1.0537032674328,AN
Zm00001d043453,1,1,1,0,3,1.0537032674328,AN
Zm00001d013992,1,1,1,0,3,1.0537032674328,AN
Zm00001d014795,0,1,1,1,3,1.0537032674328,AN
Zm00001d016245,1,1,0,1,3,1.0537032674328,AN
Zm00001d016619,1,1,1,0,3,1.0537032674328,AN
Zm00001d016620,1,1,1,0,3,1.0537032674328,AN
Zm00001d038466,0,1,1,1,3,1.0537032674328,AN
Zm00001d019124,0,1,1,1,3,1.0537032674328,AN
Zm00001d045950,0,1,1,1,3,1.0537032674328,AN
Zm00001d046395,1,1,0,1,3,1.0537032674328,AN
Zm00001d046396,1,1,0,1,3,1.0537032674328,AN
Zm00001d048517,1,1,0,1,3,1.04780560142743,AN
Zm00001d028641,1,1,1,0,3,1.04251994411329,AN
Zm00001d028642,1,1,1,0,3,1.04251994411329,AN
Zm00001d031326,0,1,1,1,3,1.04251994411329,AN
Zm00001d031327,0,1,1,1,3,1.04251994411329,AN
Zm00001d034159,1,1,0,1,3,1.04251994411329,AN
Zm00001d023735,1,1,0,1,3,1.04251994411329,AN
Zm00001d005264,1,1,0,1,3,1.04251994411329,AN
Zm00001d005265,1,1,0,1,3,1.04251994411329,AN
Zm00001d035200,1,1,1,0,3,1.04251994411329,AN
Zm00001d035201,1,1,1,0,3,1.04251994411329,AN
Zm00001d009427,1,1,0,1,3,1.04251994411329,AN
Zm00001d033669,1,1,0,1,3,1.03944752982883,US
Zm00001d043199,0,1,1,1,3,1.03944752982883,US
Zm00001d010717,1,0,1,1,3,1.03944752982883,US
Zm00001d010718,1,0,1,1,3,1.03944752982883,US
Zm00001d011750,1,1,1,0,3,1.03366764899726,AN
Zm00001d029134,1,0,1,1,3,1.03331416066248,GH
Zm00001d029248,1,1,0,1,3,1.03331416066248,GH
Zm00001d033497,1,1,0,1,3,1.03331416066248,GH
Zm00001d023741,1,1,1,0,3,1.03331416066248,GH
Zm00001d023742,1,1,1,0,3,1.03331416066248,GH
Zm00001d025485,1,1,0,1,3,1.03331416066248,GH
Zm00001d026486,1,0,1,1,3,1.03331416066248,GH
Zm00001d026487,1,0,1,1,3,1.03331416066248,GH
Zm00001d002178,1,1,1,0,3,1.03331416066248,GH
Zm00001d002844,1,1,1,0,3,1.03331416066248,GH
Zm00001d002845,1,1,1,0,3,1.03331416066248,GH
Zm00001d003889,1,1,1,0,3,1.03331416066248,GH
Zm00001d003890,1,1,1,0,3,1.03331416066248,GH
Zm00001d006000,1,0,1,1,3,1.03331416066248,GH
Zm00001d006001,1,0,1,1,3,1.03331416066248,GH
Zm00001d040503,1,1,1,0,3,1.03331416066248,GH
Zm00001d042019,1,1,0,1,3,1.03331416066248,GH
Zm00001d042997,1,1,1,0,3,1.03331416066248,GH
Zm00001d042998,1,1,1,0,3,1.03331416066248,GH
Zm00001d053006,1,0,1,1,3,1.03331416066248,GH
Zm00001d053007,1,0,1,1,3,1.03331416066248,GH
Zm00001d013023,1,1,1,0,3,1.03331416066248,GH
Zm00001d014846,1,0,1,1,3,1.03331416066248,GH
Zm00001d018262,1,1,1,0,3,1.03331416066248,GH
Zm00001d037518,1,1,0,1,3,1.03331416066248,GH
Zm00001d020272,1,0,1,1,3,1.03331416066248,GH
Zm00001d020449,1,1,0,1,3,1.03331416066248,GH
Zm00001d021236,1,0,1,1,3,1.03331416066248,GH
Zm00001d021237,1,0,1,1,3,1.03331416066248,GH
Zm00001d021301,1,1,1,0,3,1.03331416066248,GH
Zm00001d044844,1,1,1,0,3,1.03331416066248,GH
Zm00001d048113,1,1,0,1,3,1.03331416066248,GH
Zm00001d048114,1,1,0,1,3,1.03331416066248,GH
Zm00001d034764,0,1,1,1,3,1.03195142626585,AN
Zm00001d034765,0,1,1,1,3,1.03195142626585,AN
Zm00001d034766,0,1,1,1,3,1.03195142626585,AN
Zm00001d027811,1,1,1,0,3,1.02438468510496,MH
Zm00001d029059,1,1,1,0,3,1.02438468510496,MH
Zm00001d032472,1,0,1,1,3,1.02438468510496,MH
Zm00001d032849,0,1,1,1,3,1.02438468510496,MH
Zm00001d004875,1,0,1,1,3,1.02438468510496,MH
Zm00001d006040,1,0,1,1,3,1.02438468510496,MH
Zm00001d039856,1,1,1,0,3,1.02438468510496,MH
Zm00001d053144,1,0,1,1,3,1.02438468510496,MH
Zm00001d053515,0,1,1,1,3,1.02438468510496,MH
Zm00001d017595,1,0,1,1,3,1.02438468510496,MH
Zm00001d018415,1,0,1,1,3,1.02438468510496,MH
Zm00001d018416,1,0,1,1,3,1.02438468510496,MH
Zm00001d037920,1,0,1,1,3,1.02438468510496,MH
Zm00001d037921,1,0,1,1,3,1.02438468510496,MH
Zm00001d045427,1,0,1,1,3,1.02438468510496,MH
Zm00001d003129,1,1,1,0,3,1.02433688016863,AN
Zm00001d003131,1,1,1,0,3,1.02433688016863,AN
Zm00001d014664,1,1,0,1,3,1.02433688016863,AN
Zm00001d037355,1,1,0,1,3,1.02433688016863,AN
Zm00001d038065,1,1,1,0,3,1.02433688016863,AN
Zm00001d038066,1,1,1,0,3,1.02433688016863,AN
Zm00001d003588,0,1,1,1,3,1.02215629527011,AN
Zm00001d003589,0,1,1,1,3,1.02215629527011,AN
Zm00001d006536,1,1,1,0,3,1.02215629527011,AN
Zm00001d006537,1,1,1,0,3,1.02215629527011,AN
Zm00001d042291,1,1,1,0,3,1.02215629527011,AN
Zm00001d015180,0,1,1,1,3,1.02215629527011,AN
Zm00001d015181,0,1,1,1,3,1.02215629527011,AN
Zm00001d015182,0,1,1,1,3,1.02215629527011,AN
Zm00001d037644,1,1,0,1,3,1.02215629527011,AN
Zm00001d019115,0,1,1,1,3,1.02215629527011,AN
Zm00001d033610,1,1,1,0,3,1.02209854853866,AN
Zm00001d033611,1,1,1,0,3,1.02209854853866,AN
Zm00001d033612,1,1,1,0,3,1.02209854853866,AN
Zm00001d024043,1,1,1,0,3,1.02209854853866,AN
Zm00001d003598,1,1,1,0,3,1.02209854853866,AN
Zm00001d048766,1,1,0,1,3,1.02209854853866,AN
Zm00001d050400,1,1,1,0,3,1.02209854853866,AN
Zm00001d037277,1,1,0,1,3,1.02209854853866,AN
Zm00001d037278,1,1,0,1,3,1.02209854853866,AN
Zm00001d009121,1,1,1,0,3,1.02209854853866,AN
Zm00001d012146,1,1,0,1,3,1.02209854853866,AN
Zm00001d048428,1,1,1,0,3,1.02209854853866,AN
Zm00001d006027,1,0,1,1,3,1.02153619161191,MH
Zm00001d007444,1,0,1,1,3,1.02153619161191,MH
Zm00001d007445,1,0,1,1,3,1.02153619161191,MH
Zm00001d007446,1,0,1,1,3,1.02153619161191,MH
Zm00001d043261,1,1,1,0,3,1.02153619161191,MH
Zm00001d043262,1,1,1,0,3,1.02153619161191,MH
Zm00001d043263,1,1,1,0,3,1.02153619161191,MH
Zm00001d037847,0,1,1,1,3,1.02153619161191,MH
Zm00001d037848,0,1,1,1,3,1.02153619161191,MH
Zm00001d019363,1,0,1,1,3,1.02153619161191,MH
Zm00001d010060,0,1,1,1,3,1.02153619161191,MH
Zm00001d010154,1,0,1,1,3,1.02153619161191,MH
Zm00001d044191,0,1,1,1,3,1.02031149641497,AN
Zm00001d016837,1,1,0,1,3,1.02031149641497,AN
Zm00001d016838,1,1,0,1,3,1.02031149641497,AN
Zm00001d018820,0,1,1,1,3,1.02031149641497,AN
Zm00001d018821,0,1,1,1,3,1.02031149641497,AN
Zm00001d012284,1,1,0,1,3,1.02031149641497,AN
Zm00001d032933,1,1,1,0,3,1.01755843017493,AN
Zm00001d033414,1,1,0,1,3,1.01755843017493,AN
Zm00001d034840,0,1,1,1,3,1.01755843017493,AN
Zm00001d034841,0,1,1,1,3,1.01755843017493,AN
Zm00001d034842,0,1,1,1,3,1.01755843017493,AN
Zm00001d001858,1,1,0,1,3,1.01755843017493,AN
Zm00001d042583,1,1,1,0,3,1.01755843017493,AN
Zm00001d042584,1,1,1,0,3,1.01755843017493,AN
Zm00001d042585,1,1,1,0,3,1.01755843017493,AN
Zm00001d043614,1,1,1,0,3,1.01755843017493,AN
Zm00001d044569,1,1,1,0,3,1.01755843017493,AN
Zm00001d049065,1,1,1,0,3,1.01755843017493,AN
Zm00001d013364,0,1,1,1,3,1.01755843017493,AN
Zm00001d016237,0,1,1,1,3,1.01755843017493,AN
Zm00001d016252,0,1,1,1,3,1.01755843017493,AN
Zm00001d017887,1,1,0,1,3,1.01755843017493,AN
Zm00001d035317,0,1,1,1,3,1.01755843017493,AN
Zm00001d035318,0,1,1,1,3,1.01755843017493,AN
Zm00001d035936,1,1,0,1,3,1.01755843017493,AN
Zm00001d035945,0,1,1,1,3,1.01755843017493,AN
Zm00001d035947,0,1,1,1,3,1.01755843017493,AN
Zm00001d035948,0,1,1,1,3,1.01755843017493,AN
Zm00001d038884,0,1,1,1,3,1.01755843017493,AN
Zm00001d022626,1,1,0,1,3,1.01755843017493,AN
Zm00001d009127,0,1,1,1,3,1.01755843017493,AN
Zm00001d027701,0,1,1,1,3,1.016036468077,AN
Zm00001d026300,0,1,1,1,3,1.016036468077,AN
Zm00001d026301,0,1,1,1,3,1.016036468077,AN
Zm00001d026302,0,1,1,1,3,1.016036468077,AN
Zm00001d026429,1,1,1,0,3,1.016036468077,AN
Zm00001d026431,1,1,1,0,3,1.016036468077,AN
Zm00001d002082,1,1,1,0,3,1.016036468077,AN
Zm00001d006085,0,1,1,1,3,1.016036468077,AN
Zm00001d006086,0,1,1,1,3,1.016036468077,AN
Zm00001d041636,1,1,0,1,3,1.016036468077,AN
Zm00001d050207,1,1,0,1,3,1.016036468077,AN
Zm00001d050208,1,1,0,1,3,1.016036468077,AN
Zm00001d051571,1,1,1,0,3,1.016036468077,AN
Zm00001d051572,1,1,1,0,3,1.016036468077,AN
Zm00001d051573,1,1,1,0,3,1.016036468077,AN
Zm00001d053371,0,1,1,1,3,1.016036468077,AN
Zm00001d053445,0,1,1,1,3,1.016036468077,AN
Zm00001d013389,0,1,1,1,3,1.016036468077,AN
Zm00001d013390,0,1,1,1,3,1.016036468077,AN
Zm00001d013391,0,1,1,1,3,1.016036468077,AN
Zm00001d036716,0,1,1,1,3,1.016036468077,AN
Zm00001d038257,1,1,1,0,3,1.016036468077,AN
Zm00001d038258,1,1,1,0,3,1.016036468077,AN
Zm00001d010835,0,1,1,1,3,1.016036468077,AN
Zm00001d044866,0,1,1,1,3,1.016036468077,AN
Zm00001d046372,1,1,1,0,3,1.016036468077,AN
Zm00001d033186,1,0,1,1,3,1.01586993827625,US
Zm00001d003265,1,1,0,1,3,1.01586993827625,US
Zm00001d003266,1,1,0,1,3,1.01586993827625,US
Zm00001d039537,1,0,1,1,3,1.01586993827625,US
Zm00001d039538,1,0,1,1,3,1.01586993827625,US
Zm00001d041165,1,0,1,1,3,1.01586993827625,US
Zm00001d041450,1,0,1,1,3,1.01586993827625,US
Zm00001d042437,1,1,0,1,3,1.01586993827625,US
Zm00001d042438,1,1,0,1,3,1.01586993827625,US
Zm00001d020569,1,1,0,1,3,1.01586993827625,US
Zm00001d010755,1,0,1,1,3,1.01586993827625,US
Zm00001d010756,1,0,1,1,3,1.01586993827625,US
Zm00001d047435,1,0,1,1,3,1.01181827188709,US
Zm00001d047436,1,0,1,1,3,1.01181827188709,US
Zm00001d026650,1,0,1,1,3,1.01063191721432,US
Zm00001d026651,1,0,1,1,3,1.01063191721432,US
Zm00001d026652,1,0,1,1,3,1.01063191721432,US
Zm00001d015153,1,1,0,1,3,1.01063191721432,US
Zm00001d034989,1,0,1,1,3,1.01063191721432,US
Zm00001d034990,1,0,1,1,3,1.01063191721432,US
Zm00001d034991,1,0,1,1,3,1.01063191721432,US
Zm00001d034992,1,0,1,1,3,1.01063191721432,US
Zm00001d036819,1,0,1,1,3,1.01063191721432,US
Zm00001d021790,1,0,1,1,3,1.01063191721432,US
Zm00001d021791,1,0,1,1,3,1.01063191721432,US
Zm00001d021793,1,0,1,1,3,1.01063191721432,US
Zm00001d022616,0,1,1,1,3,1.01063191721432,US
Zm00001d022617,0,1,1,1,3,1.01063191721432,US
Zm00001d022618,0,1,1,1,3,1.01063191721432,US
Zm00001d011792,1,1,0,1,3,1.01063191721432,US
Zm00001d011793,1,1,0,1,3,1.01063191721432,US
Zm00001d011795,1,1,0,1,3,1.01063191721432,US
Zm00001d011796,1,1,0,1,3,1.01063191721432,US
Zm00001d028477,1,1,0,1,3,1.01001773709855,AN
Zm00001d033058,0,1,1,1,3,1.01001773709855,AN
Zm00001d020961,1,1,0,1,3,1.01001773709855,AN
Zm00001d012688,1,1,0,1,3,1.01001773709855,AN
Zm00001d046246,1,1,1,0,3,1.01001773709855,AN
Zm00001d038414,1,1,0,1,3,1.00769011833278,AN
Zm00001d032631,1,0,1,1,3,1.00745201027138,MH
Zm00001d039541,1,0,1,1,3,1.00745201027138,MH
Zm00001d039542,1,0,1,1,3,1.00745201027138,MH
Zm00001d028675,1,1,0,1,3,1.0027789973497,GH
Zm00001d018177,1,0,1,1,3,1.0027789973497,GH
Zm00001d018179,1,1,1,0,3,1.0027789973497,GH
Zm00001d028456,1,0,1,1,3,1.00242644234479,MH
Zm00001d028457,1,0,1,1,3,1.00242644234479,MH
Zm00001d028458,1,0,1,1,3,1.00242644234479,MH
Zm00001d029216,1,1,1,0,3,1.00242644234479,MH
Zm00001d029217,1,1,1,0,3,1.00242644234479,MH
Zm00001d031415,1,0,1,1,3,1.00242644234479,MH
Zm00001d032669,0,1,1,1,3,1.00242644234479,MH
Zm00001d033653,1,1,1,0,3,1.00242644234479,MH
Zm00001d023718,1,1,1,0,3,1.00242644234479,MH
Zm00001d023749,1,1,1,0,3,1.00242644234479,MH
Zm00001d023750,1,1,1,0,3,1.00242644234479,MH
Zm00001d004994,1,0,1,1,3,1.00242644234479,MH
Zm00001d043483,1,0,1,1,3,1.00242644234479,MH
Zm00001d050425,1,0,1,1,3,1.00242644234479,MH
Zm00001d050427,1,0,1,1,3,1.00242644234479,MH
Zm00001d053876,1,0,1,1,3,1.00242644234479,MH
Zm00001d017560,0,1,1,1,3,1.00242644234479,MH
Zm00001d036833,0,1,1,1,3,1.00242644234479,MH
Zm00001d038852,1,0,1,1,3,1.00242644234479,MH
Zm00001d038853,1,0,1,1,3,1.00242644234479,MH
Zm00001d038854,1,0,1,1,3,1.00242644234479,MH
Zm00001d038855,1,0,1,1,3,1.00242644234479,MH
Zm00001d038856,1,0,1,1,3,1.00242644234479,MH
Zm00001d038857,1,0,1,1,3,1.00242644234479,MH
Zm00001d020374,1,1,1,0,3,1.00242644234479,MH
Zm00001d010703,1,1,1,0,3,1.00242644234479,MH
