gene
Zm00001d023208
Zm00001d023210
Zm00001d023211
Zm00001d023215
Zm00001d023216
Zm00001d023217
Zm00001d023223
Zm00001d023225
Zm00001d023226
Zm00001d023227
Zm00001d023228
Zm00001d023230
Zm00001d023232
Zm00001d023233
Zm00001d023234
Zm00001d023235
Zm00001d023237
Zm00001d023238
Zm00001d023257
Zm00001d023258
Zm00001d023259
Zm00001d023260
Zm00001d023262
Zm00001d023270
Zm00001d023271
Zm00001d023272
Zm00001d023273
Zm00001d023281
Zm00001d023282
Zm00001d023290
Zm00001d023291
Zm00001d023292
Zm00001d023293
Zm00001d023298
Zm00001d023299
Zm00001d023300
Zm00001d023302
Zm00001d023303
Zm00001d023304
Zm00001d023311
Zm00001d023329
Zm00001d023330
Zm00001d023331
Zm00001d023332
Zm00001d023333
Zm00001d023368
Zm00001d023369
Zm00001d023370
Zm00001d023371
Zm00001d023373
Zm00001d023377
Zm00001d023378
Zm00001d023379
Zm00001d023381
Zm00001d023423
Zm00001d023424
Zm00001d023429
Zm00001d023430
Zm00001d023431
Zm00001d023432
Zm00001d023437
Zm00001d023451
Zm00001d023452
Zm00001d023459
Zm00001d023461
Zm00001d023462
Zm00001d023465
Zm00001d023466
Zm00001d023468
Zm00001d023469
Zm00001d023479
Zm00001d023480
Zm00001d023491
Zm00001d023492
Zm00001d023497
Zm00001d023498
Zm00001d023499
Zm00001d023504
Zm00001d023506
Zm00001d023507
Zm00001d023514
Zm00001d023529
Zm00001d023530
Zm00001d023531
Zm00001d023537
Zm00001d023538
Zm00001d023540
Zm00001d023541
Zm00001d023542
Zm00001d023543
Zm00001d023544
Zm00001d023553
Zm00001d023564
Zm00001d023565
Zm00001d023578
Zm00001d023579
Zm00001d023580
Zm00001d023605
Zm00001d023606
Zm00001d023611
Zm00001d023636
Zm00001d023650
Zm00001d023651
Zm00001d023659
Zm00001d023671
Zm00001d023672
Zm00001d023673
Zm00001d023674
Zm00001d023675
Zm00001d023684
Zm00001d023704
Zm00001d023705
Zm00001d023706
Zm00001d023707
Zm00001d023710
Zm00001d023711
Zm00001d023721
Zm00001d023728
Zm00001d023733
Zm00001d023734
Zm00001d023735
Zm00001d023752
Zm00001d023753
Zm00001d023768
Zm00001d023769
Zm00001d023774
Zm00001d023784
Zm00001d023791
Zm00001d023792
Zm00001d023793
Zm00001d023795
Zm00001d023796
Zm00001d023797
Zm00001d023799
Zm00001d023800
Zm00001d023810
Zm00001d023811
Zm00001d023824
Zm00001d023838
Zm00001d023839
Zm00001d023857
Zm00001d023858
Zm00001d023867
Zm00001d023871
Zm00001d023872
Zm00001d023873
Zm00001d023874
Zm00001d023877
Zm00001d023881
Zm00001d023882
Zm00001d023896
Zm00001d023929
Zm00001d023945
Zm00001d023946
Zm00001d023987
Zm00001d024003
Zm00001d024004
Zm00001d024012
Zm00001d024022
Zm00001d024023
Zm00001d024030
Zm00001d024033
Zm00001d024034
Zm00001d024035
Zm00001d024036
Zm00001d024037
Zm00001d024038
Zm00001d024040
Zm00001d024047
Zm00001d024049
Zm00001d024059
Zm00001d024060
Zm00001d024063
Zm00001d024064
Zm00001d024066
Zm00001d024068
Zm00001d024070
Zm00001d024072
Zm00001d024075
Zm00001d024088
Zm00001d024094
Zm00001d024101
Zm00001d024105
Zm00001d024134
Zm00001d024174
Zm00001d024185
Zm00001d024186
Zm00001d024187
Zm00001d024189
Zm00001d024190
Zm00001d024200
Zm00001d024203
Zm00001d024210
Zm00001d024239
Zm00001d024281
Zm00001d024293
Zm00001d024307
Zm00001d024308
Zm00001d024305
Zm00001d024310
Zm00001d024311
Zm00001d024318
Zm00001d024323
Zm00001d024324
Zm00001d024327
Zm00001d024333
Zm00001d024336
Zm00001d024337
Zm00001d024340
Zm00001d024342
Zm00001d024347
Zm00001d024348
Zm00001d024349
Zm00001d024350
Zm00001d024351
Zm00001d024418
Zm00001d024440
Zm00001d024441
Zm00001d024461
Zm00001d024462
Zm00001d024463
Zm00001d024464
Zm00001d024467
Zm00001d024468
Zm00001d024469
Zm00001d024470
Zm00001d024493
Zm00001d024497
Zm00001d024507
Zm00001d024509
Zm00001d024510
Zm00001d024511
Zm00001d024512
Zm00001d024518
Zm00001d024519
Zm00001d024520
Zm00001d024521
Zm00001d024523
Zm00001d024527
Zm00001d024528
Zm00001d024536
Zm00001d024537
Zm00001d024543
Zm00001d024544
Zm00001d024545
Zm00001d024546
Zm00001d024547
Zm00001d024548
Zm00001d024549
Zm00001d024558
Zm00001d024567
Zm00001d024568
Zm00001d024571
Zm00001d024572
Zm00001d024602
Zm00001d024614
Zm00001d024615
Zm00001d024617
Zm00001d024661
Zm00001d024662
Zm00001d024677
Zm00001d024678
Zm00001d024681
Zm00001d024682
Zm00001d024683
Zm00001d024684
Zm00001d024687
Zm00001d024701
Zm00001d024702
Zm00001d024703
Zm00001d024721
Zm00001d024722
Zm00001d024723
Zm00001d024725
Zm00001d024763
Zm00001d024765
Zm00001d024767
Zm00001d024768
Zm00001d024770
Zm00001d024784
Zm00001d024787
Zm00001d024788
Zm00001d024795
Zm00001d024796
Zm00001d024798
Zm00001d024799
Zm00001d024803
Zm00001d024804
Zm00001d024805
Zm00001d024806
Zm00001d024809
Zm00001d024807
Zm00001d024808
Zm00001d024813
Zm00001d024814
Zm00001d024815
Zm00001d024816
Zm00001d024819
Zm00001d024821
Zm00001d024822
Zm00001d024824
Zm00001d024864
Zm00001d024865
Zm00001d024903
Zm00001d024905
Zm00001d024938
Zm00001d024943
Zm00001d024940
Zm00001d024941
Zm00001d024942
Zm00001d024946
Zm00001d024947
Zm00001d024950
Zm00001d024951
Zm00001d024952
Zm00001d024953
Zm00001d024967
Zm00001d024968
Zm00001d024998
Zm00001d024999
Zm00001d025011
Zm00001d025012
Zm00001d025015
Zm00001d025016
Zm00001d025017
Zm00001d025022
Zm00001d025023
Zm00001d025024
Zm00001d025025
Zm00001d025027
Zm00001d025031
Zm00001d025036
Zm00001d025037
Zm00001d025041
Zm00001d025043
Zm00001d025044
Zm00001d025047
Zm00001d025048
Zm00001d025055
Zm00001d025060
Zm00001d025062
Zm00001d025063
Zm00001d025065
Zm00001d025066
Zm00001d025074
Zm00001d025075
Zm00001d025078
Zm00001d025079
Zm00001d025080
Zm00001d025081
Zm00001d025082
Zm00001d025091
Zm00001d025105
Zm00001d025128
Zm00001d025129
Zm00001d025146
Zm00001d025149
Zm00001d025167
Zm00001d025170
Zm00001d025171
Zm00001d025176
Zm00001d025178
Zm00001d025180
Zm00001d025182
Zm00001d025185
Zm00001d025192
Zm00001d025193
Zm00001d025195
Zm00001d025206
Zm00001d025207
Zm00001d025208
Zm00001d025209
Zm00001d025210
Zm00001d025222
Zm00001d025227
Zm00001d025228
Zm00001d025229
Zm00001d025235
Zm00001d025236
Zm00001d025241
Zm00001d025243
Zm00001d025251
Zm00001d025252
Zm00001d025255
Zm00001d025256
Zm00001d025258
Zm00001d025274
Zm00001d025275
Zm00001d025282
Zm00001d025312
Zm00001d025321
Zm00001d025322
Zm00001d025323
Zm00001d025327
Zm00001d025343
Zm00001d025345
Zm00001d025346
Zm00001d025347
Zm00001d025352
Zm00001d025353
Zm00001d025361
Zm00001d025365
Zm00001d025366
Zm00001d025367
Zm00001d025373
Zm00001d025388
Zm00001d025397
Zm00001d025398
Zm00001d025412
Zm00001d025413
Zm00001d025414
Zm00001d025416
Zm00001d025417
Zm00001d025419
Zm00001d025420
Zm00001d025421
Zm00001d025423
Zm00001d025425
Zm00001d025443
Zm00001d025444
Zm00001d025445
Zm00001d025446
Zm00001d025447
Zm00001d025469
Zm00001d025470
Zm00001d025472
Zm00001d025473
Zm00001d025474
Zm00001d025479
Zm00001d025485
Zm00001d025538
Zm00001d025539
Zm00001d025540
Zm00001d025541
Zm00001d025542
Zm00001d025577
Zm00001d025579
Zm00001d025580
Zm00001d025612
Zm00001d025613
Zm00001d025640
Zm00001d025641
Zm00001d025642
Zm00001d025660
Zm00001d025661
Zm00001d025670
Zm00001d025674
Zm00001d025675
Zm00001d025679
Zm00001d025680
Zm00001d025681
Zm00001d025682
Zm00001d025694
Zm00001d025695
Zm00001d025696
Zm00001d025709
Zm00001d025720
Zm00001d025721
Zm00001d025722
Zm00001d025723
Zm00001d025734
Zm00001d025735
Zm00001d025750
Zm00001d025757
Zm00001d025770
Zm00001d025771
Zm00001d025772
Zm00001d025773
Zm00001d025776
Zm00001d025782
Zm00001d025783
Zm00001d025784
Zm00001d025788
Zm00001d025789
Zm00001d025793
Zm00001d025794
Zm00001d025795
Zm00001d025827
Zm00001d025834
Zm00001d025835
Zm00001d025836
Zm00001d025837
Zm00001d025838
Zm00001d025839
Zm00001d025841
Zm00001d025844
Zm00001d025845
Zm00001d025846
Zm00001d025868
Zm00001d025869
Zm00001d025870
Zm00001d025871
Zm00001d025872
Zm00001d025887
Zm00001d025888
Zm00001d025889
Zm00001d025886
Zm00001d025891
Zm00001d025892
Zm00001d025893
Zm00001d025894
Zm00001d025896
Zm00001d025899
Zm00001d025900
Zm00001d025911
Zm00001d025914
Zm00001d025915
Zm00001d025916
Zm00001d025917
Zm00001d025918
Zm00001d025919
Zm00001d025920
Zm00001d025921
Zm00001d025922
Zm00001d025932
Zm00001d025933
Zm00001d025939
Zm00001d025940
Zm00001d025941
Zm00001d025957
Zm00001d025959
Zm00001d025962
Zm00001d025963
Zm00001d025979
Zm00001d025981
Zm00001d025982
Zm00001d025983
Zm00001d025984
Zm00001d025996
Zm00001d025997
Zm00001d025991
Zm00001d025992
Zm00001d026028
Zm00001d026029
Zm00001d026042
Zm00001d026034
Zm00001d026046
Zm00001d026047
Zm00001d026051
Zm00001d026064
Zm00001d026066
Zm00001d026067
Zm00001d026098
Zm00001d026097
Zm00001d026111
Zm00001d026127
Zm00001d026129
Zm00001d026130
Zm00001d026164
Zm00001d026165
Zm00001d026166
Zm00001d026169
Zm00001d026170
Zm00001d026171
Zm00001d026188
Zm00001d026189
Zm00001d026190
Zm00001d026192
Zm00001d026193
Zm00001d026194
Zm00001d026195
Zm00001d026224
Zm00001d026225
Zm00001d026226
Zm00001d026235
Zm00001d026236
Zm00001d026237
Zm00001d026246
Zm00001d026254
Zm00001d026255
Zm00001d026256
Zm00001d026257
Zm00001d026258
Zm00001d026259
Zm00001d026260
Zm00001d026261
Zm00001d026263
Zm00001d026265
Zm00001d026266
Zm00001d026267
Zm00001d026268
Zm00001d026269
Zm00001d026285
Zm00001d026286
Zm00001d026287
Zm00001d026288
Zm00001d026296
Zm00001d026297
Zm00001d026298
Zm00001d026300
Zm00001d026301
Zm00001d026302
Zm00001d026303
Zm00001d026304
Zm00001d026305
Zm00001d026306
Zm00001d026307
Zm00001d026308
Zm00001d026325
Zm00001d026326
Zm00001d026335
Zm00001d026336
Zm00001d026333
Zm00001d026334
Zm00001d026329
Zm00001d026331
Zm00001d026350
Zm00001d026351
Zm00001d026358
Zm00001d026359
Zm00001d026360
Zm00001d026361
Zm00001d026362
Zm00001d026376
Zm00001d026377
Zm00001d026379
Zm00001d026387
Zm00001d026420
Zm00001d026421
Zm00001d026422
Zm00001d026434
Zm00001d026439
Zm00001d026462
Zm00001d026463
Zm00001d026464
Zm00001d026465
Zm00001d026485
Zm00001d026486
Zm00001d026487
Zm00001d026492
Zm00001d026493
Zm00001d026494
Zm00001d026495
Zm00001d026510
Zm00001d026511
Zm00001d026515
Zm00001d026516
Zm00001d026517
Zm00001d026532
Zm00001d026533
Zm00001d026536
Zm00001d026537
Zm00001d026543
Zm00001d026544
Zm00001d026557
Zm00001d026558
Zm00001d026559
Zm00001d026581
Zm00001d026582
Zm00001d026584
Zm00001d026585
Zm00001d026586
Zm00001d026587
Zm00001d026588
Zm00001d026590
Zm00001d026602
Zm00001d026603
Zm00001d026604
Zm00001d026614
Zm00001d026621
Zm00001d026630
Zm00001d026632
Zm00001d026633
Zm00001d026634
Zm00001d026635
Zm00001d026636
Zm00001d026637
Zm00001d026638
Zm00001d026639
Zm00001d026645
Zm00001d026650
Zm00001d026651
Zm00001d026652
Zm00001d026665
Zm00001d026668
Zm00001d026669
Zm00001d026670
Zm00001d026671
Zm00001d026672
Zm00001d026673
Zm00001d026677
Zm00001d026678
Zm00001d026679
Zm00001d026680
Zm00001d026689
Zm00001d026694
Zm00001d026697
Zm00001d026700
Zm00001d026701
Zm00001d026702
Zm00001d026703
Zm00001d026704
Zm00001d026705
Zm00001d026706
Zm00001d026707
Zm00001d026711
Zm00001d026712
Zm00001d044717
Zm00001d044720
Zm00001d044734
Zm00001d044738
Zm00001d044739
Zm00001d044746
Zm00001d044755
Zm00001d044756
Zm00001d044757
Zm00001d044763
Zm00001d044765
Zm00001d044766
Zm00001d044767
Zm00001d044776
Zm00001d044802
Zm00001d044813
Zm00001d044814
Zm00001d044815
Zm00001d044820
Zm00001d044821
Zm00001d044822
Zm00001d044823
Zm00001d044838
Zm00001d044841
Zm00001d044845
Zm00001d044846
Zm00001d044849
Zm00001d044859
Zm00001d044860
Zm00001d044861
Zm00001d044862
Zm00001d044866
Zm00001d044868
Zm00001d044869
Zm00001d044872
Zm00001d044875
Zm00001d044876
Zm00001d044880
Zm00001d044881
Zm00001d044878
Zm00001d044897
Zm00001d044902
Zm00001d044903
Zm00001d044912
Zm00001d044915
Zm00001d044916
Zm00001d044920
Zm00001d044921
Zm00001d044917
Zm00001d044939
Zm00001d044940
Zm00001d044944
Zm00001d044945
Zm00001d044955
Zm00001d044956
Zm00001d044957
Zm00001d044973
Zm00001d044985
Zm00001d044984
Zm00001d044983
Zm00001d044982
Zm00001d045366
Zm00001d045367
Zm00001d044998
Zm00001d044999
Zm00001d045021
Zm00001d045026
Zm00001d045028
Zm00001d045029
Zm00001d045041
Zm00001d045042
Zm00001d045043
Zm00001d045049
Zm00001d045050
Zm00001d045069
Zm00001d045070
Zm00001d045074
Zm00001d045075
Zm00001d045078
Zm00001d045079
Zm00001d045080
Zm00001d045084
Zm00001d045085
Zm00001d045086
Zm00001d045087
Zm00001d045088
Zm00001d045089
Zm00001d045090
Zm00001d045097
Zm00001d045096
Zm00001d045101
Zm00001d045102
Zm00001d045109
Zm00001d045111
Zm00001d045112
Zm00001d045113
Zm00001d045114
Zm00001d045120
Zm00001d045121
Zm00001d045145
Zm00001d045146
Zm00001d045147
Zm00001d045153
Zm00001d045154
Zm00001d045155
Zm00001d045169
Zm00001d045179
Zm00001d045180
Zm00001d045181
Zm00001d045182
Zm00001d045183
Zm00001d045184
Zm00001d045185
Zm00001d045192
Zm00001d045193
Zm00001d045194
Zm00001d045201
Zm00001d045202
Zm00001d045206
Zm00001d045207
Zm00001d045208
Zm00001d045209
Zm00001d045212
Zm00001d045213
Zm00001d045215
Zm00001d045216
Zm00001d045217
Zm00001d045230
Zm00001d045232
Zm00001d045233
Zm00001d045235
Zm00001d045237
Zm00001d045260
Zm00001d045261
Zm00001d045262
Zm00001d045310
Zm00001d045311
Zm00001d045358
Zm00001d045359
Zm00001d045361
Zm00001d045382
Zm00001d045383
Zm00001d045384
Zm00001d045385
Zm00001d045386
Zm00001d045387
Zm00001d045388
Zm00001d045389
Zm00001d045390
Zm00001d045393
Zm00001d045394
Zm00001d045395
Zm00001d045396
Zm00001d045397
Zm00001d045398
Zm00001d045402
Zm00001d045420
Zm00001d045421
Zm00001d045425
Zm00001d045427
Zm00001d045431
Zm00001d045463
Zm00001d045464
Zm00001d045470
Zm00001d045472
Zm00001d045482
Zm00001d045483
Zm00001d045484
Zm00001d045489
Zm00001d045490
Zm00001d045491
Zm00001d045492
Zm00001d045493
Zm00001d045509
Zm00001d045529
Zm00001d045530
Zm00001d045533
Zm00001d045534
Zm00001d045536
Zm00001d045537
Zm00001d045538
Zm00001d045539
Zm00001d045540
Zm00001d045548
Zm00001d045550
Zm00001d045551
Zm00001d045554
Zm00001d045558
Zm00001d045559
Zm00001d045566
Zm00001d045567
Zm00001d045570
Zm00001d045571
Zm00001d045572
Zm00001d045573
Zm00001d045574
Zm00001d045575
Zm00001d045576
Zm00001d045583
Zm00001d045584
Zm00001d045590
Zm00001d045599
Zm00001d045600
Zm00001d045632
Zm00001d045635
Zm00001d045636
Zm00001d045647
Zm00001d045654
Zm00001d045655
Zm00001d045657
Zm00001d045660
Zm00001d045667
Zm00001d045668
Zm00001d045669
Zm00001d045676
Zm00001d045680
Zm00001d045695
Zm00001d045696
Zm00001d045697
Zm00001d045728
Zm00001d045729
Zm00001d045734
Zm00001d045735
Zm00001d045739
Zm00001d045744
Zm00001d045758
Zm00001d045759
Zm00001d045760
Zm00001d045763
Zm00001d045773
Zm00001d045774
Zm00001d045782
Zm00001d045784
Zm00001d045798
Zm00001d045800
Zm00001d045804
Zm00001d045815
Zm00001d045836
Zm00001d045837
Zm00001d045838
Zm00001d045839
Zm00001d045858
Zm00001d045859
Zm00001d045876
Zm00001d045877
Zm00001d045883
Zm00001d045884
Zm00001d045886
Zm00001d045887
Zm00001d045888
Zm00001d045889
Zm00001d045890
Zm00001d045891
Zm00001d045892
Zm00001d045893
Zm00001d045894
Zm00001d045895
Zm00001d045896
Zm00001d045909
Zm00001d045910
Zm00001d045911
Zm00001d045918
Zm00001d045919
Zm00001d045927
Zm00001d045935
Zm00001d045936
Zm00001d045944
Zm00001d045950
Zm00001d045972
Zm00001d045974
Zm00001d045975
Zm00001d045978
Zm00001d045984
Zm00001d045987
Zm00001d045988
Zm00001d046001
Zm00001d045993
Zm00001d046004
Zm00001d046005
Zm00001d046223
Zm00001d046197
Zm00001d046198
Zm00001d046194
Zm00001d046195
Zm00001d046192
Zm00001d046190
Zm00001d046184
Zm00001d046185
Zm00001d046161
Zm00001d046155
Zm00001d046156
Zm00001d046134
Zm00001d046096
Zm00001d046036
Zm00001d046236
Zm00001d046235
Zm00001d046263
Zm00001d046264
Zm00001d046277
Zm00001d046284
Zm00001d046286
Zm00001d046288
Zm00001d046289
Zm00001d046292
Zm00001d046296
Zm00001d046297
Zm00001d046299
Zm00001d046305
Zm00001d046311
Zm00001d046317
Zm00001d046318
Zm00001d046322
Zm00001d046323
Zm00001d046330
Zm00001d046334
Zm00001d046358
Zm00001d046362
Zm00001d046363
