Gene.name
Zm00001d010670_T001.1
Zm00001d012567_T001.1
Zm00001d041962_T002.1
Zm00001d042152_T005.1
Zm00001d024967_T001.1
Zm00001d047666_T005.1
Zm00001d021675_T001.1
Zm00001d014425_T005.1
NA
Zm00001d034732_T001.1
Zm00001d040265_T001.1
Zm00001d038366_T001.1
Zm00001d042813_T001.1
Zm00001d010520_T001.1
Zm00001d014984_T001.1
Zm00001d010078_T001.1
Zm00001d011430_T001.1
Zm00001d044136_T001.1
Zm00001d007714_T001.1
Zm00001d049616_T001.1
Zm00001d041596_T001.1
Zm00001d013935_T001.1
Zm00001d007638_T001.1
Zm00001d048766_T003.1
Zm00001d043267_T002.1
Zm00001d038620_T004.1
Zm00001d017584_T002.1
Zm00001d034591_T001.1
Zm00001d012687_T001.1
Zm00001d038389_T008.1
Zm00001d048835_T004.1
Zm00001d020040_T003.1
Zm00001d008592_T003.1
Zm00001d038908_T004.1
Zm00001d032379_T002.1
Zm00001d043947_T001.1
Zm00001d005579_T003.1
Zm00001d011638_T002.1
Zm00001d024212_T013.1
Zm00001d030770_T003.1
Zm00001d002163_T001.1
Zm00001d043263_T003.1
Zm00001d023979_T002.1
Zm00001d018333_T001.1
Zm00001d024192_T001.1
Zm00001d029550_T008.1
Zm00001d042057_T001.1
Zm00001d034875_T001.1
Zm00001d008727_T010.1
Zm00001d039670_T012.1
Zm00001d029684_T001.1
Zm00001d005484_T003.1
Zm00001d006257_T009.1
Zm00001d005770_T001.1
Zm00001d022594_T002.1
Zm00001d009075_T001.1
Zm00001d037643_T001.1
Zm00001d037946_T001.1
Zm00001d027386_T002.1
Zm00001d046508_T001.1
Zm00001d015033_T001.1
Zm00001d036718_T002.1
Zm00001d013461_T002.1
Zm00001d033683_T001.1
Zm00001d052481_T001.1
Zm00001d021131_T002.1
Zm00001d002319_T001.1
Zm00001d031653_T007.1
Zm00001d016588_T002.1
Zm00001d003924_T002.1
Zm00001d022067_T001.1
Zm00001d033187_T001.1
Zm00001d012677_T007.1
Zm00001d008827_T001.1
Zm00001d038824_T002.1
Zm00001d043652_T003.1
Zm00001d043621_T001.1
Zm00001d011734_T001.1
Zm00001d049505_T001.1
Zm00001d015399_T002.1
Zm00001d024528_T001.1
Zm00001d030131_T001.1
Zm00001d015029_T002.1
Zm00001d037115_T024.1
Zm00001d020612_T001.1
Zm00001d005808_T008.1
Zm00001d005035_T001.1
Zm00001d052378_T001.1
Zm00001d024343_T002.1
Zm00001d011642_T002.1
Zm00001d038891_T001.1
Zm00001d043771_T002.1
Zm00001d051063_T001.1
Zm00001d012701_T004.1
Zm00001d043401_T003.1
Zm00001d005587_T003.1
Zm00001d015103_T003.1
Zm00001d053957_T004.1
Zm00001d009497_T004.1
Zm00001d040076_T005.1
Zm00001d008493_T008.1
Zm00001d006229_T001.1
Zm00001d011827_T002.1
Zm00001d028698_T001.1
Zm00001d047763_T001.1
Zm00001d043207_T004.1
Zm00001d043228_T001.1
Zm00001d026549_T006.1
Zm00001d011927_T001.1
Zm00001d036631_T002.1
Zm00001d046972_T002.1
Zm00001d000029_T003.1
Zm00001d000037_T001.1
Zm00001d000053_T001.1
Zm00001d000061_T001.1
Zm00001d000203_T001.1
Zm00001d000344_T001.1
Zm00001d001957_T001.1
Zm00001d002367_T001.1
Zm00001d002940_T001.1
Zm00001d003085_T001.1
Zm00001d003169_T001.1
Zm00001d003702_T001.1
Zm00001d003703_T001.1
Zm00001d003990_T001.1
Zm00001d004197_T001.1
Zm00001d004249_T001.1
Zm00001d004510_T004.1
Zm00001d004913_T001.1
Zm00001d004955_T001.1
Zm00001d005019_T004.1
Zm00001d005313_T001.1
Zm00001d005561_T001.1
Zm00001d005831_T003.1
Zm00001d005849_T001.1
Zm00001d005911_T001.1
Zm00001d005966_T001.1
Zm00001d006042_T001.1
Zm00001d006153_T003.1
Zm00001d006231_T001.1
Zm00001d006262_T001.1
Zm00001d006507_T021.1
Zm00001d006837_T005.1
Zm00001d006841_T001.1
Zm00001d007079_T001.1
Zm00001d007082_T001.1
Zm00001d007229_T001.1
Zm00001d007442_T001.1
Zm00001d007520_T001.1
Zm00001d007604_T001.1
Zm00001d007616_T001.1
Zm00001d007618_T001.1
Zm00001d007620_T001.1
Zm00001d007623_T002.1
Zm00001d007860_T001.1
Zm00001d008184_T001.1
Zm00001d008265_T001.1
Zm00001d008457_T001.1
Zm00001d008458_T001.1
Zm00001d008461_T001.1
Zm00001d008462_T002.1
Zm00001d008465_T001.1
Zm00001d008466_T001.1
Zm00001d008467_T002.1
Zm00001d008468_T001.1
Zm00001d008477_T006.1
Zm00001d008479_T001.1
Zm00001d008485_T004.1
Zm00001d008487_T001.1
Zm00001d008488_T006.1
Zm00001d008489_T001.1
Zm00001d008509_T002.1
Zm00001d008557_T001.1
Zm00001d008585_T001.1
Zm00001d008586_T001.1
Zm00001d008771_T001.1
Zm00001d009077_T001.1
Zm00001d009261_T001.1
Zm00001d009280_T001.1
Zm00001d009639_T001.1
Zm00001d009741_T001.1
Zm00001d009859_T001.1
Zm00001d009929_T001.1
Zm00001d010151_T001.1
Zm00001d010257_T001.1
Zm00001d010373_T001.1
Zm00001d010463_T001.1
Zm00001d010516_T001.1
Zm00001d010584_T001.1
Zm00001d010840_T001.1
Zm00001d010943_T001.1
Zm00001d011056_T001.1
Zm00001d011269_T001.1
Zm00001d011284_T001.1
Zm00001d011477_T001.1
Zm00001d011628_T001.1
Zm00001d011629_T001.1
Zm00001d011661_T001.1
Zm00001d012147_T001.1
Zm00001d012152_T001.1
Zm00001d012308_T001.1
Zm00001d012476_T001.1
Zm00001d012898_T001.1
Zm00001d013014_T001.1
Zm00001d013046_T002.1
Zm00001d013406_T001.1
Zm00001d013442_T047.1
Zm00001d013469_T002.1
Zm00001d013483_T001.1
Zm00001d013770_T001.1
Zm00001d013920_T002.1
Zm00001d013924_T001.1
Zm00001d014036_T002.1
Zm00001d014052_T001.1
Zm00001d014308_T001.1
Zm00001d014357_T001.1
Zm00001d014386_T001.1
Zm00001d014426_T002.1
Zm00001d014506_T001.1
Zm00001d014523_T001.1
Zm00001d014817_T001.1
Zm00001d014818_T001.1
Zm00001d014819_T001.1
Zm00001d014820_T001.1
Zm00001d014903_T001.1
Zm00001d014906_T003.1
Zm00001d014911_T004.1
Zm00001d014918_T001.1
Zm00001d015256_T001.1
Zm00001d015609_T003.1
Zm00001d015636_T001.1
Zm00001d015637_T001.1
Zm00001d015809_T001.1
Zm00001d015818_T002.1
Zm00001d015960_T001.1
Zm00001d016301_T001.1
Zm00001d016720_T001.1
Zm00001d016907_T001.1
Zm00001d017036_T002.1
Zm00001d017066_T001.1
Zm00001d017149_T001.1
Zm00001d017457_T001.1
Zm00001d017546_T001.1
Zm00001d017767_T001.1
Zm00001d017785_T002.1
Zm00001d017845_T001.1
Zm00001d017989_T001.1
Zm00001d018011_T001.1
Zm00001d018013_T006.1
Zm00001d018136_T001.1
Zm00001d018286_T001.1
Zm00001d018303_T006.1
Zm00001d018382_T011.1
Zm00001d018474_T001.1
Zm00001d018554_T001.1
Zm00001d018608_T001.1
Zm00001d018654_T001.1
Zm00001d018768_T001.1
Zm00001d018791_T001.1
Zm00001d019218_T001.1
Zm00001d019463_T001.1
Zm00001d019721_T001.1
Zm00001d019985_T001.1
Zm00001d020000_T002.1
Zm00001d020380_T002.1
Zm00001d020414_T001.1
Zm00001d020647_T002.1
Zm00001d020697_T001.1
Zm00001d020828_T001.1
Zm00001d020966_T001.1
Zm00001d021073_T002.1
Zm00001d021490_T002.1
Zm00001d021646_T014.1
Zm00001d022117_T002.1
Zm00001d022120_T001.1
Zm00001d022153_T006.1
Zm00001d022182_T001.1
Zm00001d022291_T001.1
Zm00001d022391_T001.1
Zm00001d022431_T001.1
Zm00001d022493_T001.1
Zm00001d022496_T001.1
Zm00001d022529_T001.1
Zm00001d022615_T001.1
Zm00001d023238_T002.1
Zm00001d023270_T001.1
Zm00001d023351_T002.1
Zm00001d023404_T001.1
Zm00001d023410_T001.1
Zm00001d023538_T006.1
Zm00001d023573_T002.1
Zm00001d023815_T001.1
Zm00001d023918_T001.1
Zm00001d023984_T001.1
Zm00001d024117_T001.1
Zm00001d024529_T001.1
Zm00001d024723_T001.1
Zm00001d024765_T001.1
Zm00001d024961_T001.1
Zm00001d024962_T001.1
Zm00001d025183_T002.1
Zm00001d025213_T001.1
Zm00001d025343_T001.1
Zm00001d025632_T001.1
Zm00001d025636_T001.1
Zm00001d025670_T001.1
Zm00001d025734_T011.1
Zm00001d025818_T001.1
Zm00001d026062_T001.1
Zm00001d026133_T001.1
Zm00001d026134_T001.1
Zm00001d026559_T001.1
Zm00001d027445_T002.1
Zm00001d027810_T001.1
Zm00001d027887_T001.1
Zm00001d027888_T002.1
Zm00001d027916_T006.1
Zm00001d028367_T002.1
Zm00001d028368_T001.1
Zm00001d028470_T001.1
Zm00001d028482_T001.1
Zm00001d028505_T001.1
Zm00001d028512_T001.1
Zm00001d028731_T001.1
Zm00001d028746_T001.1
Zm00001d028795_T001.1
Zm00001d028868_T002.1
Zm00001d029038_T001.1
Zm00001d029136_T001.1
